Comunidad;Provincia;Población;Latitud;Longitud;Altitud;Habitantes;Hombres;Mujeres
Valencia;Valencia/València;Alaquàs;39.45708;-0.4610681;46.73926;30392;15123;15269
Valencia;Valencia/València;Albal;39.39709;-0.4121969;13.72922;15443;7794;7649
Valencia;Valencia/València;Alberic;39.11652;-0.5177308;33.56151;11175;5672;5503
Valencia;Valencia/València;Alboraya;39.49935;-0.3497834;10.95999;22405;11176;11229
Valencia;Valencia/València;Alcúdia (l');39.19832;-0.507092;40.6911;11378;5594;5784
Valencia;Valencia/València;Aldaia;39.46505;-0.4613582;49.20547;29914;14976;14938
Valencia;Valencia/València;Alfafar;39.42323;-0.3898719;14.41185;20853;10381;10472
Valencia;Valencia/València;Algemesí;39.19387;-0.4347581;23.95206;28308;14092;14216
Valencia;Valencia/València;Alginet;39.26482;-0.4673142;33.26551;13226;6728;6498
Valencia;Valencia/València;Alzira;39.15159;-0.4404637;27.81557;44690;21889;22801
Valencia;Valencia/València;Benaguasil;39.59147;-0.5890565;129.399;11011;5686;5325
Valencia;Valencia/València;Benetússer;39.42465;-0.3974029;16.70827;15313;7678;7635
Valencia;Valencia/València;Benifaió;39.28524;-0.4270781;25.18363;12204;6016;6188
Valencia;Valencia/València;Bétera;39.58848;-0.4588638;107.5116;20740;10333;10407
Valencia;Valencia/València;Buñol;39.41825;-0.7907688;357.3485;10062;5069;4993
Valencia;Valencia/València;Burjassot;39.51051;-0.4149856;43.95247;38433;18817;19616
Valencia;Valencia/València;Canals;38.96075;-0.5842204;161.0747;13941;7073;6868
Valencia;Valencia/València;Carcaixent;39.12122;-0.4496824;30.51869;21735;10731;11004
Valencia;Valencia/València;Carlet;39.22771;-0.5231268;55.64799;15527;7842;7685
Valencia;Valencia/València;Catarroja;39.40274;-0.4035184;16.26744;27035;13475;13560
Valencia;Valencia/València;Chiva;39.47272;-0.717811;279.1065;14167;7321;6846
Valencia;Valencia/València;Cullera;39.16514;-0.2559119;12.5917;24121;12244;11877
Valencia;Valencia/València;Eliana (l');39.56632;-0.5302467;93.11724;16552;8217;8335
Valencia;Valencia/València;Gandia;38.96902;-0.1851868;36.61599;80020;40385;39635
Valencia;Valencia/València;Godella;39.5223;-0.4171347;49.22687;13240;6386;6854
Valencia;Valencia/València;Llíria;39.62458;-0.5947581;179.2893;22706;11566;11140
Valencia;Valencia/València;Manises;39.49073;-0.4558824;51.54403;30508;15140;15368
Valencia;Valencia/València;Massamagrell;39.56923;-0.3351273;20.72736;15210;7559;7651
Valencia;Valencia/València;Meliana;39.52907;-0.348772;17.93604;10395;5192;5203
Valencia;Valencia/València;Mislata;39.47624;-0.4193065;33.95041;43756;21475;22281
Valencia;Valencia/València;Moncada;39.54554;-0.3934617;34.29377;21900;10900;11000
Valencia;Valencia/València;Oliva;38.91939;-0.1226779;32.63683;28419;14376;14043
Valencia;Valencia/València;Ontinyent;38.82102;-0.610547;357.7181;37735;18907;18828
Valencia;Valencia/València;Paiporta;39.42845;-0.4188691;25.99648;23519;11855;11664
Valencia;Valencia/València;Paterna;39.50206;-0.4405986;59.44596;64023;32136;31887
Valencia;Valencia/València;Picanya;39.43625;-0.4346522;29.60459;11053;5473;5580
Valencia;Valencia/València;Picassent;39.36;-0.4626281;55.50201;19786;10062;9724
Valencia;Valencia/València;Pobla de Vallbona (la);39.59043;-0.5529038;100.6849;20431;10376;10055
Valencia;Valencia/València;Puçol;39.61639;-0.300809;12.53519;19018;9468;9550
Valencia;Valencia/València;Quart de Poblet;39.48259;-0.4450733;48;25499;12583;12916
Valencia;Valencia/València;Requena;39.48788;-1.100322;701.6198;21278;10784;10494
Valencia;Valencia/València;Riba-roja de Túria;39.54548;-0.5667182;100.1154;20468;10415;10053
Valencia;Valencia/València;Sagunto/Sagunt;39.68077;-0.2779768;56.38033;66070;32834;33236
Valencia;Valencia/València;Silla;39.36135;-0.4126143;13;18979;9590;9389
Valencia;Valencia/València;Sueca;39.20264;-0.3106423;13.82494;28908;14450;14458
Valencia;Valencia/València;Tavernes de la Valldigna;39.07167;-0.2677154;24.54434;18195;9187;9008
Valencia;Valencia/València;Torrent;39.43688;-0.4653109;51.56449;78543;39429;39114
Valencia;Valencia/València;Utiel;39.56762;-1.203385;740.0797;12420;6242;6178
Valencia;Valencia/València;Valencia;39.47024;-0.3768049;23.3349;814208;392300;421908
Valencia;Valencia/València;Xàtiva;38.98887;-0.5156137;118.2864;29386;14476;14910
Valencia;Valencia/València;Xirivella;39.46669;-0.4277937;35.01973;30691;15474;15217
